frame_number,frame_time,results
321,2024/5/22 Wednesday 0:0:13,"[{'box': [472.05401611328125, 193.99087524414062, 45.97235107421875, 90.45353698730469], 'conf': 0.91682756, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.8910382390022278, 'id': 1}, {'box': [539.7781982421875, 328.57098388671875, 34.48968505859375, 50.288238525390625], 'conf': 0.8529005, 'label_id': 'mouse', 'sub_labels': 'other', 'sub_labels_conf': 0.8795738816261292, 'id': 2}, {'box': [408.88232421875, 303.59283447265625, 207.98342895507812, 76.32418823242188], 'conf': 0.71658784, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9996036887168884, 'id': 3}, {'box': [1030.9508056640625, 245.38742065429688, 65.20391845703125, 45.88349914550781], 'conf': 0.3566276, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.999819815158844, 'id': 4}, {'box': [543.8831787109375, 61.89845657348633, 202.51498413085938, 121.54650115966797], 'conf': 0.4685779, 'label_id': 'tv', 'sub_labels': 'other', 'sub_labels_conf': 0.6302767992019653, 'id': 5}, {'box': [429.26019287109375, 312.734130859375, 333.3753967285156, 167.835693359375], 'conf': 0.69440323, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.999998927116394, 'id': 6}, {'box': [230.44070434570312, 160.13967895507812, 63.98243713378906, 51.416961669921875], 'conf': 0.48048082, 'label_id': 'bottle', 'sub_labels': 'other', 'sub_labels_conf': 0.9995212554931641, 'id': 11}, {'box': [111.544189453125, 127.33795928955078, 221.48373413085938, 241.09715270996094], 'conf': 0.559859, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.998807430267334, 'id': 17}]"
322,2024/5/22 Wednesday 0:0:13,"[{'box': [472.04443359375, 193.9364013671875, 45.9613037109375, 90.51579284667969], 'conf': 0.9177093, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.8910382390022278, 'id': 1}, {'box': [539.7633056640625, 328.5317687988281, 34.4971923828125, 50.2994384765625], 'conf': 0.86049193, 'label_id': 'mouse', 'sub_labels': 'other', 'sub_labels_conf': 0.8795738816261292, 'id': 2}, {'box': [408.8859558105469, 303.5980224609375, 207.97271728515625, 76.3092041015625], 'conf': 0.73459715, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.999610960483551, 'id': 3}, {'box': [1030.93994140625, 245.40707397460938, 65.20745849609375, 45.89067077636719], 'conf': 0.37572145, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.999819815158844, 'id': 4}, {'box': [544.0670166015625, 61.995418548583984, 202.81341552734375, 121.8404769897461], 'conf': 0.5184016, 'label_id': 'tv', 'sub_labels': 'other', 'sub_labels_conf': 0.6803422570228577, 'id': 5}, {'box': [429.2168273925781, 312.7876892089844, 333.74822998046875, 167.71356201171875], 'conf': 0.6048286, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.999998927116394, 'id': 6}, {'box': [230.45486450195312, 159.77679443359375, 63.94439697265625, 51.75462341308594], 'conf': 0.3944863, 'label_id': 'bottle', 'sub_labels': 'other', 'sub_labels_conf': 0.9997115731239319, 'id': 11}, {'box': [108.7314682006836, 127.8668212890625, 216.3589630126953, 242.39224243164062], 'conf': 0.6324875, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9962449669837952, 'id': 17}]"
323,2024/5/22 Wednesday 0:0:13,"[{'box': [472.0340576171875, 193.9111328125, 45.918731689453125, 90.50724792480469], 'conf': 0.91655976, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.8910382390022278, 'id': 1}, {'box': [539.7589721679688, 328.52099609375, 34.4744873046875, 50.272308349609375], 'conf': 0.8595539, 'label_id': 'mouse', 'sub_labels': 'other', 'sub_labels_conf': 0.8795738816261292, 'id': 2}, {'box': [408.87042236328125, 303.6507568359375, 207.93460083007812, 76.1898193359375], 'conf': 0.7316349, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.999610960483551, 'id': 3}, {'box': [1030.9486083984375, 245.39785766601562, 65.14410400390625, 45.89715576171875], 'conf': 0.52218974, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.999819815158844, 'id': 4}, {'box': [543.8588256835938, 61.73823928833008, 202.2161865234375, 121.37210845947266], 'conf': 0.53928417, 'label_id': 'tv', 'sub_labels': 'other', 'sub_labels_conf': 0.577682375907898, 'id': 5}, {'box': [429.48980712890625, 312.9892883300781, 333.8715515136719, 167.34710693359375], 'conf': 0.5930908, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.999998927116394, 'id': 6}, {'box': [230.32034301757812, 159.9986572265625, 64.23420715332031, 51.67840576171875], 'conf': 0.50019944, 'label_id': 'bottle', 'sub_labels': 'other', 'sub_labels_conf': 0.9997931122779846, 'id': 11}, {'box': [107.2618179321289, 127.4950942993164, 213.7100372314453, 244.1750946044922], 'conf': 0.7402322, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9742665886878967, 'id': 17}]"
324,2024/5/22 Wednesday 0:0:13,"[{'box': [472.02734375, 193.90745544433594, 45.889129638671875, 90.48324584960938], 'conf': 0.9167877, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.8910382390022278, 'id': 1}, {'box': [539.7599487304688, 328.51031494140625, 34.4498291015625, 50.2301025390625], 'conf': 0.85972035, 'label_id': 'mouse', 'sub_labels': 'other', 'sub_labels_conf': 0.8795738816261292, 'id': 2}, {'box': [408.8763732910156, 303.6585388183594, 207.90130615234375, 76.10845947265625], 'conf': 0.7308264, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9996036887168884, 'id': 3}, {'box': [1030.955810546875, 245.38015747070312, 65.2176513671875, 45.92405700683594], 'conf': 0.38792297, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.999819815158844, 'id': 4}, {'box': [544.1991577148438, 61.78850173950195, 202.96804809570312, 121.60688018798828], 'conf': 0.51419973, 'label_id': 'tv', 'sub_labels': 'other', 'sub_labels_conf': 0.6582070589065552, 'id': 5}, {'box': [429.5421142578125, 312.87371826171875, 334.1219177246094, 167.48020935058594], 'conf': 0.5712501, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.999998927116394, 'id': 6}, {'box': [230.16513061523438, 160.07501220703125, 64.553466796875, 52.00184631347656], 'conf': 0.2532824, 'label_id': 'bottle', 'sub_labels': 'other', 'sub_labels_conf': 0.9995517134666443, 'id': 11}, {'box': [101.2995376586914, 127.87651062011719, 202.1566619873047, 243.39703369140625], 'conf': 0.5308046, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9563047885894775, 'id': 17}]"
325,2024/5/22 Wednesday 0:0:14,"[{'box': [472.027099609375, 193.91729736328125, 45.864410400390625, 90.50236511230469], 'conf': 0.91775286, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.8910382390022278, 'id': 1}, {'box': [539.76025390625, 328.4949951171875, 34.45098876953125, 50.18560791015625], 'conf': 0.86640733, 'label_id': 'mouse', 'sub_labels': 'other', 'sub_labels_conf': 0.8795738816261292, 'id': 2}, {'box': [408.84210205078125, 303.64093017578125, 207.98104858398438, 76.15151977539062], 'conf': 0.7396896, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9996036887168884, 'id': 3}, {'box': [1030.967529296875, 245.3766326904297, 65.192626953125, 45.961578369140625], 'conf': 0.44496456, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.999819815158844, 'id': 4}, {'box': [544.1821899414062, 61.59374237060547, 202.78561401367188, 121.22821044921875], 'conf': 0.536307, 'label_id': 'tv', 'sub_labels': 'other', 'sub_labels_conf': 0.6582070589065552, 'id': 5}, {'box': [429.5698547363281, 312.5685729980469, 334.52117919921875, 168.2501220703125], 'conf': 0.6173703, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9999979734420776, 'id': 6}, {'box': [230.26173400878906, 160.08648681640625, 64.35617065429688, 52.09349060058594], 'conf': 0.2263782, 'label_id': 'bottle', 'sub_labels': 'other', 'sub_labels_conf': 0.9995379447937012, 'id': 11}, {'box': [90.18846130371094, 130.3427734375, 179.69815063476562, 243.88714599609375], 'conf': 0.12418189, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9740471243858337, 'id': 17}]"
326,2024/5/22 Wednesday 0:0:14,"[{'box': [472.03057861328125, 193.939697265625, 45.870147705078125, 90.52236938476562], 'conf': 0.9176198, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.8910382390022278, 'id': 1}, {'box': [539.7752075195312, 328.5096435546875, 34.4510498046875, 50.18267822265625], 'conf': 0.87071687, 'label_id': 'mouse', 'sub_labels': 'other', 'sub_labels_conf': 0.8795738816261292, 'id': 2}, {'box': [408.8223876953125, 303.626220703125, 208.03042602539062, 76.14633178710938], 'conf': 0.75629145, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9995253086090088, 'id': 3}, {'box': [1030.964111328125, 245.3999481201172, 65.16815185546875, 45.956024169921875], 'conf': 0.44612965, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.999819815158844, 'id': 4}, {'box': [544.0848999023438, 61.73860549926758, 202.54135131835938, 121.33380889892578], 'conf': 0.539241, 'label_id': 'tv', 'sub_labels': 'other', 'sub_labels_conf': 0.6592326760292053, 'id': 5}, {'box': [429.71002197265625, 312.6741943359375, 334.2450866699219, 168.00352478027344], 'conf': 0.6324306, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9999979734420776, 'id': 6}, {'box': [230.06069946289062, 160.27169799804688, 64.50770568847656, 52.15840148925781], 'conf': 0.2644191, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.9995379447937012, 'id': 11}]"
327,2024/5/22 Wednesday 0:0:14,"[{'box': [472.04705810546875, 193.9424591064453, 45.884735107421875, 90.53265380859375], 'conf': 0.91794074, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.8910382390022278, 'id': 1}, {'box': [539.7860107421875, 328.51336669921875, 34.4425048828125, 50.171600341796875], 'conf': 0.8578536, 'label_id': 'mouse', 'sub_labels': 'other', 'sub_labels_conf': 0.8795738816261292, 'id': 2}, {'box': [408.80682373046875, 303.61456298828125, 208.0450439453125, 76.16152954101562], 'conf': 0.75256574, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9995253086090088, 'id': 3}, {'box': [1030.9700927734375, 245.40093994140625, 65.178466796875, 45.96275329589844], 'conf': 0.4318729, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.999819815158844, 'id': 4}, {'box': [544.2333984375, 61.62354278564453, 202.90252685546875, 121.12815856933594], 'conf': 0.49415213, 'label_id': 'tv', 'sub_labels': 'other', 'sub_labels_conf': 0.6592326760292053, 'id': 5}, {'box': [429.63446044921875, 312.6417541503906, 334.4188537597656, 168.07269287109375], 'conf': 0.5975295, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9999979734420776, 'id': 6}, {'box': [229.97305297851562, 160.27366638183594, 64.81005859375, 52.129730224609375], 'conf': 0.38508523, 'label_id': 'bottle', 'sub_labels': 'other', 'sub_labels_conf': 0.999742329120636, 'id': 11}]"
328,2024/5/22 Wednesday 0:0:14,"[{'box': [472.06939697265625, 193.96180725097656, 45.896820068359375, 90.56228637695312], 'conf': 0.9189877, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.8910382390022278, 'id': 1}, {'box': [539.7950439453125, 328.53631591796875, 34.44732666015625, 50.176666259765625], 'conf': 0.85724443, 'label_id': 'mouse', 'sub_labels': 'other', 'sub_labels_conf': 0.8795738816261292, 'id': 2}, {'box': [408.8734130859375, 303.66131591796875, 208.01046752929688, 76.1759033203125], 'conf': 0.72359616, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9995253086090088, 'id': 3}, {'box': [1030.9425048828125, 245.419921875, 65.14471435546875, 45.92919921875], 'conf': 0.5016972, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.999819815158844, 'id': 4}, {'box': [544.3579711914062, 61.848079681396484, 203.01248168945312, 121.52989959716797], 'conf': 0.52213913, 'label_id': 'tv', 'sub_labels': 'other', 'sub_labels_conf': 0.6592326760292053, 'id': 5}, {'box': [429.69573974609375, 312.9247131347656, 334.4902648925781, 167.6244354248047], 'conf': 0.61146593, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.999998927116394, 'id': 6}, {'box': [229.65919494628906, 160.06654357910156, 65.42343139648438, 51.89190673828125], 'conf': 0.39447793, 'label_id': 'bottle', 'sub_labels': 'other', 'sub_labels_conf': 0.9994823932647705, 'id': 11}]"
329,2024/5/22 Wednesday 0:0:14,"[{'box': [472.0889587402344, 194.0057830810547, 45.91033935546875, 90.5595703125], 'conf': 0.9191292, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.897043764591217, 'id': 1}, {'box': [539.80517578125, 328.5874328613281, 34.42633056640625, 50.14068603515625], 'conf': 0.84050864, 'label_id': 'mouse', 'sub_labels': 'other', 'sub_labels_conf': 0.8795738816261292, 'id': 2}, {'box': [408.8839111328125, 303.7156677246094, 207.9715576171875, 76.0989990234375], 'conf': 0.7276076, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9996036887168884, 'id': 3}, {'box': [1030.9197998046875, 245.46243286132812, 65.12646484375, 45.91957092285156], 'conf': 0.48445335, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.999819815158844, 'id': 4}, {'box': [544.27490234375, 61.79277801513672, 202.7467041015625, 121.29383850097656], 'conf': 0.52898794, 'label_id': 'tv', 'sub_labels': 'other', 'sub_labels_conf': 0.6592326760292053, 'id': 5}, {'box': [429.7064514160156, 313.1007385253906, 334.42987060546875, 167.33880615234375], 'conf': 0.55483836, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9999994039535522, 'id': 6}, {'box': [229.62747192382812, 160.03765869140625, 65.51118469238281, 51.758270263671875], 'conf': 0.40453163, 'label_id': 'bottle', 'sub_labels': 'other', 'sub_labels_conf': 0.9994823932647705, 'id': 11}]"
330,2024/5/22 Wednesday 0:0:14,"[{'box': [472.0867919921875, 194.02487182617188, 45.917633056640625, 90.53987121582031], 'conf': 0.917227, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.897043764591217, 'id': 1}, {'box': [539.8072509765625, 328.587890625, 34.42254638671875, 50.142608642578125], 'conf': 0.84652376, 'label_id': 'mouse', 'sub_labels': 'other', 'sub_labels_conf': 0.8795738816261292, 'id': 2}, {'box': [408.8624572753906, 303.7535705566406, 207.94757080078125, 75.98504638671875], 'conf': 0.7414065, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9987288117408752, 'id': 3}, {'box': [1030.9189453125, 245.45794677734375, 65.09613037109375, 45.91619873046875], 'conf': 0.49821964, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.999819815158844, 'id': 4}, {'box': [544.161865234375, 61.68388366699219, 202.4852294921875, 121.00674438476562], 'conf': 0.5463408, 'label_id': 'tv', 'sub_labels': 'other', 'sub_labels_conf': 0.6592326760292053, 'id': 5}, {'box': [429.7148132324219, 312.90496826171875, 334.41693115234375, 167.56637573242188], 'conf': 0.56763923, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.999998927116394, 'id': 6}, {'box': [229.75540161132812, 160.1065673828125, 65.40362548828125, 52.34272766113281], 'conf': 0.42366725, 'label_id': 'bottle', 'sub_labels': 'other', 'sub_labels_conf': 0.999714195728302, 'id': 11}, {'box': [796.2039184570312, 330.9783020019531, 323.978271484375, 99.67327880859375], 'conf': 0.81222826, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9141078591346741, 'id': 18}]"
331,2024/5/22 Wednesday 0:0:14,"[{'box': [472.07806396484375, 194.01235961914062, 45.910919189453125, 90.53968811035156], 'conf': 0.9171444, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.897043764591217, 'id': 1}, {'box': [539.811279296875, 328.58056640625, 34.42901611328125, 50.166168212890625], 'conf': 0.8429875, 'label_id': 'mouse', 'sub_labels': 'other', 'sub_labels_conf': 0.8795738816261292, 'id': 2}, {'box': [408.88189697265625, 303.7508544921875, 207.9095458984375, 75.98773193359375], 'conf': 0.7299907, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9987288117408752, 'id': 3}, {'box': [1030.9249267578125, 245.419677734375, 65.09014892578125, 45.90797424316406], 'conf': 0.5150482, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.999819815158844, 'id': 4}, {'box': [544.2294921875, 61.82383346557617, 202.48065185546875, 121.29503631591797], 'conf': 0.5512954, 'label_id': 'tv', 'sub_labels': 'other', 'sub_labels_conf': 0.6531020998954773, 'id': 5}, {'box': [429.60845947265625, 312.57293701171875, 334.6936950683594, 167.9943389892578], 'conf': 0.5427969, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.999998927116394, 'id': 6}, {'box': [229.59320068359375, 159.86016845703125, 65.63792419433594, 53.0001220703125], 'conf': 0.5004855, 'label_id': 'bottle', 'sub_labels': 'other', 'sub_labels_conf': 0.9996974468231201, 'id': 11}, {'box': [794.3267822265625, 331.0167236328125, 325.968505859375, 101.45303344726562], 'conf': 0.71910125, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9705877304077148, 'id': 18}]"
332,2024/5/22 Wednesday 0:0:14,"[{'box': [472.0545654296875, 193.96267700195312, 45.89251708984375, 90.52651977539062], 'conf': 0.91761553, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.8910382390022278, 'id': 1}, {'box': [539.7886962890625, 328.53265380859375, 34.44073486328125, 50.16473388671875], 'conf': 0.8433276, 'label_id': 'mouse', 'sub_labels': 'other', 'sub_labels_conf': 0.8795738816261292, 'id': 2}, {'box': [408.891845703125, 303.7158508300781, 207.9010009765625, 75.97955322265625], 'conf': 0.72361726, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9987288117408752, 'id': 3}, {'box': [1030.91943359375, 245.3895263671875, 65.08660888671875, 45.90162658691406], 'conf': 0.48532385, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.999819815158844, 'id': 4}, {'box': [544.2721557617188, 61.908164978027344, 202.52294921875, 121.52777099609375], 'conf': 0.55955714, 'label_id': 'tv', 'sub_labels': 'other', 'sub_labels_conf': 0.6531020998954773, 'id': 5}, {'box': [429.677734375, 312.6398010253906, 334.6278076171875, 167.91526794433594], 'conf': 0.60205835, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.999998927116394, 'id': 6}, {'box': [229.32855224609375, 159.22348022460938, 65.95518493652344, 53.27351379394531], 'conf': 0.49668568, 'label_id': 'bottle', 'sub_labels': 'other', 'sub_labels_conf': 0.9996974468231201, 'id': 11}, {'box': [796.26953125, 331.5255126953125, 321.73577880859375, 101.94381713867188], 'conf': 0.66466445, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9846009612083435, 'id': 18}]"
333,2024/5/22 Wednesday 0:0:14,"[{'box': [472.0627746582031, 193.941162109375, 45.89715576171875, 90.5321044921875], 'conf': 0.9182626, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.8910382390022278, 'id': 1}, {'box': [539.7952880859375, 328.5085144042969, 34.44989013671875, 50.12646484375], 'conf': 0.84974915, 'label_id': 'mouse', 'sub_labels': 'other', 'sub_labels_conf': 0.8795738816261292, 'id': 2}, {'box': [408.90350341796875, 303.69171142578125, 207.92074584960938, 76.034912109375], 'conf': 0.7227991, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9996036887168884, 'id': 3}, {'box': [1030.9080810546875, 245.36785888671875, 65.094970703125, 45.90797424316406], 'conf': 0.47390085, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.999819815158844, 'id': 4}, {'box': [544.54541015625, 62.003971099853516, 202.96133422851562, 121.80510711669922], 'conf': 0.5480587, 'label_id': 'tv', 'sub_labels': 'not_human', 'sub_labels_conf': 0.5215250849723816, 'id': 5}, {'box': [429.63116455078125, 312.4854431152344, 334.5386657714844, 168.10667419433594], 'conf': 0.6012135, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9999979734420776, 'id': 6}, {'box': [229.51654052734375, 159.2232666015625, 65.67852783203125, 53.91162109375], 'conf': 0.46086445, 'label_id': 'bottle', 'sub_labels': 'other', 'sub_labels_conf': 0.9996974468231201, 'id': 11}, {'box': [794.9620361328125, 331.4955139160156, 325.54547119140625, 102.647705078125], 'conf': 0.6718377, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9507105946540833, 'id': 18}]"
334,2024/5/22 Wednesday 0:0:14,"[{'box': [472.07000732421875, 193.9293212890625, 45.901580810546875, 90.53092956542969], 'conf': 0.9179473, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.8910382390022278, 'id': 1}, {'box': [539.7957763671875, 328.50958251953125, 34.47247314453125, 50.168731689453125], 'conf': 0.8432561, 'label_id': 'mouse', 'sub_labels': 'other', 'sub_labels_conf': 0.8795738816261292, 'id': 2}, {'box': [408.97137451171875, 303.6982421875, 207.8541259765625, 76.109375], 'conf': 0.701887, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9996036887168884, 'id': 3}, {'box': [1030.90283203125, 245.35971069335938, 65.0941162109375, 45.90040588378906], 'conf': 0.45538852, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.999819815158844, 'id': 4}, {'box': [544.7670288085938, 62.09123611450195, 203.35205078125, 122.0067367553711], 'conf': 0.54452515, 'label_id': 'tv', 'sub_labels': 'not_human', 'sub_labels_conf': 0.43102020025253296, 'id': 5}, {'box': [429.5946044921875, 312.3708190917969, 334.9031982421875, 168.24713134765625], 'conf': 0.5967597, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9999979734420776, 'id': 6}, {'box': [229.653564453125, 159.1652069091797, 65.44383239746094, 53.422882080078125], 'conf': 0.3686321, 'label_id': 'bottle', 'sub_labels': 'other', 'sub_labels_conf': 0.9996974468231201, 'id': 11}, {'box': [796.1593017578125, 331.1879577636719, 323.97259521484375, 101.98486328125], 'conf': 0.5992653, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9382134675979614, 'id': 18}, {'box': [78.6291275024414, 133.07327270507812, 157.2582550048828, 254.2511444091797], 'conf': 0.53881156, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9930944442749023, 'id': 17}]"
335,2024/5/22 Wednesday 0:0:14,"[{'box': [472.0779113769531, 193.93577575683594, 45.8846435546875, 90.546630859375], 'conf': 0.9162081, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.8910382390022278, 'id': 1}, {'box': [539.8162841796875, 328.5216064453125, 34.4703369140625, 50.172119140625], 'conf': 0.8558288, 'label_id': 'mouse', 'sub_labels': 'other', 'sub_labels_conf': 0.8795738816261292, 'id': 2}, {'box': [408.94378662109375, 303.7376708984375, 207.88790893554688, 76.0963134765625], 'conf': 0.7202421, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9996036887168884, 'id': 3}, {'box': [1030.904541015625, 245.37149047851562, 65.1197509765625, 45.93031311035156], 'conf': 0.44984162, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.999819815158844, 'id': 4}, {'box': [544.482421875, 61.863365173339844, 203.0421142578125, 121.45680236816406], 'conf': 0.48727965, 'label_id': 'tv', 'sub_labels': 'other', 'sub_labels_conf': 0.6531020998954773, 'id': 5}, {'box': [429.638671875, 312.27410888671875, 334.975341796875, 168.28280639648438], 'conf': 0.6028857, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9999980926513672, 'id': 6}, {'box': [229.66217041015625, 159.1746826171875, 65.49317932128906, 53.20219421386719], 'conf': 0.35574278, 'label_id': 'bottle', 'sub_labels': 'other', 'sub_labels_conf': 0.9996974468231201, 'id': 11}, {'box': [798.0950927734375, 331.0341796875, 321.66357421875, 101.62179565429688], 'conf': 0.4745249, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.7917222380638123, 'id': 18}, {'box': [72.26103973388672, 136.93946838378906, 144.3063201904297, 241.00845336914062], 'conf': 0.27555683, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9313448071479797, 'id': 17}]"
336,2024/5/22 Wednesday 0:0:14,"[{'box': [472.0799560546875, 193.92501831054688, 45.841583251953125, 90.59217834472656], 'conf': 0.9144681, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.8910382390022278, 'id': 1}, {'box': [539.8223266601562, 328.5555419921875, 34.4658203125, 50.185577392578125], 'conf': 0.84853184, 'label_id': 'mouse', 'sub_labels': 'other', 'sub_labels_conf': 0.8795738816261292, 'id': 2}, {'box': [408.98858642578125, 303.7540283203125, 207.85171508789062, 76.20437622070312], 'conf': 0.7003681, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9996036887168884, 'id': 3}, {'box': [1030.912109375, 245.3858184814453, 65.13507080078125, 45.944305419921875], 'conf': 0.47450688, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.999819815158844, 'id': 4}, {'box': [544.341796875, 61.73397445678711, 202.8009033203125, 121.12848663330078], 'conf': 0.5013097, 'label_id': 'tv', 'sub_labels': 'other', 'sub_labels_conf': 0.6531020998954773, 'id': 5}, {'box': [429.671630859375, 312.3796691894531, 334.9787292480469, 167.8717803955078], 'conf': 0.55025566, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.999998927116394, 'id': 6}, {'box': [229.60162353515625, 159.21514892578125, 65.51313781738281, 53.18449401855469], 'conf': 0.3775436, 'label_id': 'bottle', 'sub_labels': 'other', 'sub_labels_conf': 0.9996694326400757, 'id': 11}, {'box': [802.4497680664062, 331.00360107421875, 313.2666015625, 100.88479614257812], 'conf': 0.5434162, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.6406310200691223, 'id': 18}, {'box': [74.25359344482422, 131.135498046875, 148.0847625732422, 250.53582763671875], 'conf': 0.60671675, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9805908799171448, 'id': 17}]"
